Cow no,Weight(kg),Increase Weight,Total Feed(kg),Corn(ভুট্টা)(kg),Khail(খৈল)(kg),Khor(খর)(kg),Green Grass(kg),Sailase(সাইলেস)(kg),Wheat Husk(kg),Madicine,Water,Current,Coil,Worker,Total cost(tk),Milk(Ltr.),kids income,kids cost,Milk Income,Milk Revenue,Kids Revenue,Total_Revenue,profit
1266,273,273.15032,14.469,2.31504,1.73628,1.15752,4.3407,1.4469,2.8938,25,6.66,3.33,10,70,430.4142,5.7603,56.25,13.7254902,374.4195,-55.9947,42.5245098,-13.4701902,0
1267,304,304.15032,16.112,2.57792,1.93344,1.28896,4.8336,1.6112,3.2224,25,6.66,3.33,10,70,466.2316,6.4144,56.25,13.7254902,416.936,-49.2956,42.5245098,-6.771090196,0
1268,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1269,331,331.15032,17.543,2.80688,2.10516,1.40344,5.2629,1.7543,3.5086,25,6.66,3.33,10,70,497.4274,6.9841,56.25,13.7254902,453.9665,-43.4609,42.5245098,-0.936390196,0
1270,397,397.15032,21.041,3.36656,2.52492,1.68328,6.3123,2.1041,4.2082,25,6.66,3.33,10,70,573.6838,8.3767,56.25,13.7254902,544.4855,-29.1983,42.5245098,13.3262098,0
1271,239,239.15032,12.667,2.02672,1.52004,1.01336,3.8001,1.2667,2.5334,25,6.66,3.33,10,70,391.1306,5.0429,56.25,13.7254902,327.7885,-63.3421,42.5245098,-20.8175902,0
1272,321,321.15032,17.013,2.72208,2.04156,1.36104,5.1039,1.7013,3.4026,25,6.66,3.33,10,70,485.8734,6.7731,56.25,13.7254902,440.2515,-45.6219,42.5245098,-3.097390196,0
1273,357,357.15032,18.921,3.02736,2.27052,1.51368,5.6763,1.8921,3.7842,25,6.66,3.33,10,70,527.4678,7.5327,56.25,13.7254902,489.6255,-37.8423,42.5245098,4.682209804,0
1274,389,389.15032,20.617,3.29872,2.47404,1.64936,6.1851,2.0617,4.1234,25,6.66,3.33,10,70,564.4406,8.2079,56.25,13.7254902,533.5135,-30.9271,42.5245098,11.5974098,0
1275,247,247.15032,13.091,2.09456,1.57092,1.04728,3.9273,1.3091,2.6182,25,6.66,3.33,10,70,400.3738,5.2117,56.25,13.7254902,338.7605,-61.6133,42.5245098,-19.0887902,0
1276,367,367.15032,19.451,3.11216,2.33412,1.55608,5.8353,1.9451,3.8902,25,6.66,3.33,10,70,539.0218,7.7437,56.25,13.7254902,503.3405,-35.6813,42.5245098,6.843209804,0
1277,278,278.15032,14.734,2.35744,1.76808,1.17872,4.4202,1.4734,2.9468,25,6.66,3.33,10,70,436.1912,5.8658,56.25,13.7254902,381.277,-54.9142,42.5245098,-12.3896902,0
1278,331,331.15032,17.543,2.80688,2.10516,1.40344,5.2629,1.7543,3.5086,25,6.66,3.33,10,70,497.4274,6.9841,56.25,13.7254902,453.9665,-43.4609,42.5245098,-0.936390196,0
1279,295,295.15032,15.635,2.5016,1.8762,1.2508,4.6905,1.5635,3.127,25,6.66,3.33,10,70,455.833,6.2245,56.25,13.7254902,404.5925,-51.2405,42.5245098,-8.715990196,0
1280,220,220.15032,11.66,1.8656,1.3992,0.9328,3.498,1.166,2.332,25,6.66,3.33,10,70,369.178,4.642,56.25,13.7254902,301.73,-67.448,42.5245098,-24.9234902,0
1281,267,267.15032,14.151,2.26416,1.69812,1.13208,4.2453,1.4151,2.8302,25,6.66,3.33,10,70,423.4818,5.6337,56.25,13.7254902,366.1905,-57.2913,42.5245098,-14.7667902,0
1282,325,325.15032,17.225,2.756,2.067,1.378,5.1675,1.7225,3.445,25,6.66,3.33,10,70,490.495,6.8575,56.25,13.7254902,445.7375,-44.7575,42.5245098,-2.232990196,0
1283,314,314.15032,16.642,2.66272,1.99704,1.33136,4.9926,1.6642,3.3284,25,6.66,3.33,10,70,477.7856,6.6254,56.25,13.7254902,430.651,-47.1346,42.5245098,-4.610090196,0
1284,257,257.15032,13.621,2.17936,1.63452,1.08968,4.0863,1.3621,2.7242,25,6.66,3.33,10,70,411.9278,5.4227,56.25,13.7254902,352.4755,-59.4523,42.5245098,-16.9277902,0
1285,385,385.15032,20.405,3.2648,2.4486,1.6324,6.1215,2.0405,4.081,25,6.66,3.33,10,70,559.819,8.1235,56.25,13.7254902,528.0275,-31.7915,42.5245098,10.7330098,0
1286,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1287,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1288,368,368.15032,19.504,3.12064,2.34048,1.56032,5.8512,1.9504,3.9008,25,6.66,3.33,10,70,540.1772,7.7648,56.25,13.7254902,504.712,-35.4652,42.5245098,7.059309804,0
1289,248,248.15032,13.144,2.10304,1.57728,1.05152,3.9432,1.3144,2.6288,25,6.66,3.33,10,70,401.5292,5.2328,56.25,13.7254902,340.132,-61.3972,42.5245098,-18.8726902,0
1290,275,275.15032,14.575,2.332,1.749,1.166,4.3725,1.4575,2.915,25,6.66,3.33,10,70,432.725,5.8025,56.25,13.7254902,377.1625,-55.5625,42.5245098,-13.0379902,0
1291,357,357.15032,18.921,3.02736,2.27052,1.51368,5.6763,1.8921,3.7842,25,6.66,3.33,10,70,527.4678,7.5327,56.25,13.7254902,489.6255,-37.8423,42.5245098,4.682209804,0
1292,392,392.15032,20.776,3.32416,2.49312,1.66208,6.2328,2.0776,4.1552,25,6.66,3.33,10,70,567.9068,8.2712,56.25,13.7254902,537.628,-30.2788,42.5245098,12.2457098,0
1293,319,319.15032,16.907,2.70512,2.02884,1.35256,5.0721,1.6907,3.3814,25,6.66,3.33,10,70,483.5626,6.7309,56.25,13.7254902,437.5085,-46.0541,42.5245098,-3.529590196,0
1294,348,348.15032,18.444,2.95104,2.21328,1.47552,5.5332,1.8444,3.6888,25,6.66,3.33,10,70,517.0692,7.3428,56.25,13.7254902,477.282,-39.7872,42.5245098,2.737309804,0
1295,274,274.15032,14.522,2.32352,1.74264,1.16176,4.3566,1.4522,2.9044,25,6.66,3.33,10,70,431.5696,5.7814,56.25,13.7254902,375.791,-55.7786,42.5245098,-13.2540902,0
1296,248,248.15032,13.144,2.10304,1.57728,1.05152,3.9432,1.3144,2.6288,25,6.66,3.33,10,70,401.5292,5.2328,56.25,13.7254902,340.132,-61.3972,42.5245098,-18.8726902,0
1297,362,362.15032,19.186,3.06976,2.30232,1.53488,5.7558,1.9186,3.8372,25,6.66,3.33,10,70,533.2448,7.6382,56.25,13.7254902,496.483,-36.7618,42.5245098,5.762709804,0
1298,385,385.15032,20.405,3.2648,2.4486,1.6324,6.1215,2.0405,4.081,25,6.66,3.33,10,70,559.819,8.1235,56.25,13.7254902,528.0275,-31.7915,42.5245098,10.7330098,0
1299,394,394.15032,20.882,3.34112,2.50584,1.67056,6.2646,2.0882,4.1764,25,6.66,3.33,10,70,570.2176,8.3134,56.25,13.7254902,540.371,-29.8466,42.5245098,12.6779098,0
1300,382,382.15032,20.246,3.23936,2.42952,1.61968,6.0738,2.0246,4.0492,25,6.66,3.33,10,70,556.3528,8.0602,56.25,13.7254902,523.913,-32.4398,42.5245098,10.0847098,0
1301,328,328.15032,17.384,2.78144,2.08608,1.39072,5.2152,1.7384,3.4768,25,6.66,3.33,10,70,493.9612,6.9208,56.25,13.7254902,449.852,-44.1092,42.5245098,-1.584690196,0
1302,355,355.15032,18.815,3.0104,2.2578,1.5052,5.6445,1.8815,3.763,25,6.66,3.33,10,70,525.157,7.4905,56.25,13.7254902,486.8825,-38.2745,42.5245098,4.250009804,0
1303,270,270.15032,14.31,2.2896,1.7172,1.1448,4.293,1.431,2.862,25,6.66,3.33,10,70,426.948,5.697,56.25,13.7254902,370.305,-56.643,42.5245098,-14.1184902,0
1304,332,332.15032,17.596,2.81536,2.11152,1.40768,5.2788,1.7596,3.5192,25,6.66,3.33,10,70,498.5828,7.0052,56.25,13.7254902,455.338,-43.2448,42.5245098,-0.720290196,0
1305,296,296.15032,15.688,2.51008,1.88256,1.25504,4.7064,1.5688,3.1376,25,6.66,3.33,10,70,456.9884,6.2456,56.25,13.7254902,405.964,-51.0244,42.5245098,-8.499890196,0
1306,308,308.15032,16.324,2.61184,1.95888,1.30592,4.8972,1.6324,3.2648,25,6.66,3.33,10,70,470.8532,6.4988,56.25,13.7254902,422.422,-48.4312,42.5245098,-5.906690196,0
1307,399,399.15032,21.147,3.38352,2.53764,1.69176,6.3441,2.1147,4.2294,25,6.66,3.33,10,70,575.9946,8.4189,56.25,13.7254902,547.2285,-28.7661,42.5245098,13.7584098,0
1308,379,379.15032,20.087,3.21392,2.41044,1.60696,6.0261,2.0087,4.0174,25,6.66,3.33,10,70,552.8866,7.9969,56.25,13.7254902,519.7985,-33.0881,42.5245098,9.436409804,0
1309,374,374.15032,19.822,3.17152,2.37864,1.58576,5.9466,1.9822,3.9644,25,6.66,3.33,10,70,547.1096,7.8914,56.25,13.7254902,512.941,-34.1686,42.5245098,8.355909804,0
1310,299,299.15032,15.847,2.53552,1.90164,1.26776,4.7541,1.5847,3.1694,25,6.66,3.33,10,70,460.4546,6.3089,56.25,13.7254902,410.0785,-50.3761,42.5245098,-7.851590196,0
1311,398,398.15032,21.094,3.37504,2.53128,1.68752,6.3282,2.1094,4.2188,25,6.66,3.33,10,70,574.8392,8.3978,56.25,13.7254902,545.857,-28.9822,42.5245098,13.5423098,0
1312,256,256.15032,13.568,2.17088,1.62816,1.08544,4.0704,1.3568,2.7136,25,6.66,3.33,10,70,410.7724,5.4016,56.25,13.7254902,351.104,-59.6684,42.5245098,-17.1438902,0
1313,399,399.15032,21.147,3.38352,2.53764,1.69176,6.3441,2.1147,4.2294,25,6.66,3.33,10,70,575.9946,8.4189,56.25,13.7254902,547.2285,-28.7661,42.5245098,13.7584098,0
1314,313,313.15032,16.589,2.65424,1.99068,1.32712,4.9767,1.6589,3.3178,25,6.66,3.33,10,70,476.6302,6.6043,56.25,13.7254902,429.2795,-47.3507,42.5245098,-4.826190196,0
1315,393,393.15032,20.829,3.33264,2.49948,1.66632,6.2487,2.0829,4.1658,25,6.66,3.33,10,70,569.0622,8.2923,56.25,13.7254902,538.9995,-30.0627,42.5245098,12.4618098,0
1316,297,297.15032,15.741,2.51856,1.88892,1.25928,4.7223,1.5741,3.1482,25,6.66,3.33,10,70,458.1438,6.2667,56.25,13.7254902,407.3355,-50.8083,42.5245098,-8.283790196,0
1317,387,387.15032,20.511,3.28176,2.46132,1.64088,6.1533,2.0511,4.1022,25,6.66,3.33,10,70,562.1298,8.1657,56.25,13.7254902,530.7705,-31.3593,42.5245098,11.1652098,0
1318,388,388.15032,20.564,3.29024,2.46768,1.64512,6.1692,2.0564,4.1128,25,6.66,3.33,10,70,563.2852,8.1868,56.25,13.7254902,532.142,-31.1432,42.5245098,11.3813098,0
1319,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1320,287,287.15032,15.211,2.43376,1.82532,1.21688,4.5633,1.5211,3.0422,25,6.66,3.33,10,70,446.5898,6.0557,56.25,13.7254902,393.6205,-52.9693,42.5245098,-10.4447902,0
1321,334,334.15032,17.702,2.83232,2.12424,1.41616,5.3106,1.7702,3.5404,25,6.66,3.33,10,70,500.8936,7.0474,56.25,13.7254902,458.081,-42.8126,42.5245098,-0.288090196,0
1322,345,345.15032,18.285,2.9256,2.1942,1.4628,5.4855,1.8285,3.657,25,6.66,3.33,10,70,513.603,7.2795,56.25,13.7254902,473.1675,-40.4355,42.5245098,2.089009804,0
1323,388,388.15032,20.564,3.29024,2.46768,1.64512,6.1692,2.0564,4.1128,25,6.66,3.33,10,70,563.2852,8.1868,56.25,13.7254902,532.142,-31.1432,42.5245098,11.3813098,0
1324,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1325,391,391.15032,20.723,3.31568,2.48676,1.65784,6.2169,2.0723,4.1446,25,6.66,3.33,10,70,566.7514,8.2501,56.25,13.7254902,536.2565,-30.4949,42.5245098,12.0296098,0
1326,275,275.15032,14.575,2.332,1.749,1.166,4.3725,1.4575,2.915,25,6.66,3.33,10,70,432.725,5.8025,56.25,13.7254902,377.1625,-55.5625,42.5245098,-13.0379902,0
1327,289,289.15032,15.317,2.45072,1.83804,1.22536,4.5951,1.5317,3.0634,25,6.66,3.33,10,70,448.9006,6.0979,56.25,13.7254902,396.3635,-52.5371,42.5245098,-10.0125902,0
1328,275,275.15032,14.575,2.332,1.749,1.166,4.3725,1.4575,2.915,25,6.66,3.33,10,70,432.725,5.8025,56.25,13.7254902,377.1625,-55.5625,42.5245098,-13.0379902,0
1329,236,236.15032,12.508,2.00128,1.50096,1.00064,3.7524,1.2508,2.5016,25,6.66,3.33,10,70,387.6644,4.9796,56.25,13.7254902,323.674,-63.9904,42.5245098,-21.4658902,0
1330,328,328.15032,17.384,2.78144,2.08608,1.39072,5.2152,1.7384,3.4768,25,6.66,3.33,10,70,493.9612,6.9208,56.25,13.7254902,449.852,-44.1092,42.5245098,-1.584690196,0
1331,322,322.15032,17.066,2.73056,2.04792,1.36528,5.1198,1.7066,3.4132,25,6.66,3.33,10,70,487.0288,6.7942,56.25,13.7254902,441.623,-45.4058,42.5245098,-2.881290196,0
1332,311,311.15032,16.483,2.63728,1.97796,1.31864,4.9449,1.6483,3.2966,25,6.66,3.33,10,70,474.3194,6.5621,56.25,13.7254902,426.5365,-47.7829,42.5245098,-5.258390196,0
1333,383,383.15032,20.299,3.24784,2.43588,1.62392,6.0897,2.0299,4.0598,25,6.66,3.33,10,70,557.5082,8.0813,56.25,13.7254902,525.2845,-32.2237,42.5245098,10.3008098,0
1334,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1335,396,396.15032,20.988,3.35808,2.51856,1.67904,6.2964,2.0988,4.1976,25,6.66,3.33,10,70,572.5284,8.3556,56.25,13.7254902,543.114,-29.4144,42.5245098,13.1101098,0
1336,294,294.15032,15.582,2.49312,1.86984,1.24656,4.6746,1.5582,3.1164,25,6.66,3.33,10,70,454.6776,6.2034,56.25,13.7254902,403.221,-51.4566,42.5245098,-8.932090196,0
1337,354,354.15032,18.762,3.00192,2.25144,1.50096,5.6286,1.8762,3.7524,25,6.66,3.33,10,70,524.0016,7.4694,56.25,13.7254902,485.511,-38.4906,42.5245098,4.033909804,0
1338,336,336.15032,17.808,2.84928,2.13696,1.42464,5.3424,1.7808,3.5616,25,6.66,3.33,10,70,503.2044,7.0896,56.25,13.7254902,460.824,-42.3804,42.5245098,0.144109804,0
1339,272,272.15032,14.416,2.30656,1.72992,1.15328,4.3248,1.4416,2.8832,25,6.66,3.33,10,70,429.2588,5.7392,56.25,13.7254902,373.048,-56.2108,42.5245098,-13.6862902,0
1340,298,298.15032,15.794,2.52704,1.89528,1.26352,4.7382,1.5794,3.1588,25,6.66,3.33,10,70,459.2992,6.2878,56.25,13.7254902,408.707,-50.5922,42.5245098,-8.067690196,0
1341,343,343.15032,18.179,2.90864,2.18148,1.45432,5.4537,1.8179,3.6358,25,6.66,3.33,10,70,511.2922,7.2373,56.25,13.7254902,470.4245,-40.8677,42.5245098,1.656809804,0
1342,318,318.15032,16.854,2.69664,2.02248,1.34832,5.0562,1.6854,3.3708,25,6.66,3.33,10,70,482.4072,6.7098,56.25,13.7254902,436.137,-46.2702,42.5245098,-3.745690196,0
1343,372,372.15032,19.716,3.15456,2.36592,1.57728,5.9148,1.9716,3.9432,25,6.66,3.33,10,70,544.7988,7.8492,56.25,13.7254902,510.198,-34.6008,42.5245098,7.923709804,0
1344,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1345,277,277.15032,14.681,2.34896,1.76172,1.17448,4.4043,1.4681,2.9362,25,6.66,3.33,10,70,435.0358,5.8447,56.25,13.7254902,379.9055,-55.1303,42.5245098,-12.6057902,0
1346,319,319.15032,16.907,2.70512,2.02884,1.35256,5.0721,1.6907,3.3814,25,6.66,3.33,10,70,483.5626,6.7309,56.25,13.7254902,437.5085,-46.0541,42.5245098,-3.529590196,0
1347,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1348,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1349,321,321.15032,17.013,2.72208,2.04156,1.36104,5.1039,1.7013,3.4026,25,6.66,3.33,10,70,485.8734,6.7731,56.25,13.7254902,440.2515,-45.6219,42.5245098,-3.097390196,0
1350,324,324.15032,17.172,2.74752,2.06064,1.37376,5.1516,1.7172,3.4344,25,6.66,3.33,10,70,489.3396,6.8364,56.25,13.7254902,444.366,-44.9736,42.5245098,-2.449090196,0
1351,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1352,277,277.15032,14.681,2.34896,1.76172,1.17448,4.4043,1.4681,2.9362,25,6.66,3.33,10,70,435.0358,5.8447,56.25,13.7254902,379.9055,-55.1303,42.5245098,-12.6057902,0
1353,269,269.15032,14.257,2.28112,1.71084,1.14056,4.2771,1.4257,2.8514,25,6.66,3.33,10,70,425.7926,5.6759,56.25,13.7254902,368.9335,-56.8591,42.5245098,-14.3345902,0
1354,395,395.15032,20.935,3.3496,2.5122,1.6748,6.2805,2.0935,4.187,25,6.66,3.33,10,70,571.373,8.3345,56.25,13.7254902,541.7425,-29.6305,42.5245098,12.8940098,0
1355,397,397.15032,21.041,3.36656,2.52492,1.68328,6.3123,2.1041,4.2082,25,6.66,3.33,10,70,573.6838,8.3767,56.25,13.7254902,544.4855,-29.1983,42.5245098,13.3262098,0
1356,369,369.15032,19.557,3.12912,2.34684,1.56456,5.8671,1.9557,3.9114,25,6.66,3.33,10,70,541.3326,7.7859,56.25,13.7254902,506.0835,-35.2491,42.5245098,7.275409804,0
1357,242,242.15032,12.826,2.05216,1.53912,1.02608,3.8478,1.2826,2.5652,25,6.66,3.33,10,70,394.5968,5.1062,56.25,13.7254902,331.903,-62.6938,42.5245098,-20.1692902,0
1358,263,263.15032,13.939,2.23024,1.67268,1.11512,4.1817,1.3939,2.7878,25,6.66,3.33,10,70,418.8602,5.5493,56.25,13.7254902,360.7045,-58.1557,42.5245098,-15.6311902,0
1359,300,300.15032,15.9,2.544,1.908,1.272,4.77,1.59,3.18,25,6.66,3.33,10,70,461.61,6.33,56.25,13.7254902,411.45,-50.16,42.5245098,-7.635490196,0
1360,278,278.15032,14.734,2.35744,1.76808,1.17872,4.4202,1.4734,2.9468,25,6.66,3.33,10,70,436.1912,5.8658,56.25,13.7254902,381.277,-54.9142,42.5245098,-12.3896902,0
1361,246,246.15032,13.038,2.08608,1.56456,1.04304,3.9114,1.3038,2.6076,25,6.66,3.33,10,70,399.2184,5.1906,56.25,13.7254902,337.389,-61.8294,42.5245098,-19.3048902,0
1362,348,348.15032,18.444,2.95104,2.21328,1.47552,5.5332,1.8444,3.6888,25,6.66,3.33,10,70,517.0692,7.3428,56.25,13.7254902,477.282,-39.7872,42.5245098,2.737309804,0
1363,282,282.15032,14.946,2.39136,1.79352,1.19568,4.4838,1.4946,2.9892,25,6.66,3.33,10,70,440.8128,5.9502,56.25,13.7254902,386.763,-54.0498,42.5245098,-11.5252902,0
1364,388,388.15032,20.564,3.29024,2.46768,1.64512,6.1692,2.0564,4.1128,25,6.66,3.33,10,70,563.2852,8.1868,56.25,13.7254902,532.142,-31.1432,42.5245098,11.3813098,0
1365,274,274.15032,14.522,2.32352,1.74264,1.16176,4.3566,1.4522,2.9044,25,6.66,3.33,10,70,431.5696,5.7814,56.25,13.7254902,375.791,-55.7786,42.5245098,-13.2540902,0
1366,280,280.15032,14.84,2.3744,1.7808,1.1872,4.452,1.484,2.968,25,6.66,3.33,10,70,438.502,5.908,56.25,13.7254902,384.02,-54.482,42.5245098,-11.9574902,0
1367,354,354.15032,18.762,3.00192,2.25144,1.50096,5.6286,1.8762,3.7524,25,6.66,3.33,10,70,524.0016,7.4694,56.25,13.7254902,485.511,-38.4906,42.5245098,4.033909804,0
1368,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1369,341,341.15032,18.073,2.89168,2.16876,1.44584,5.4219,1.8073,3.6146,25,6.66,3.33,10,70,508.9814,7.1951,56.25,13.7254902,467.6815,-41.2999,42.5245098,1.224609804,0
1370,389,389.15032,20.617,3.29872,2.47404,1.64936,6.1851,2.0617,4.1234,25,6.66,3.33,10,70,564.4406,8.2079,56.25,13.7254902,533.5135,-30.9271,42.5245098,11.5974098,0
1371,326,326.15032,17.278,2.76448,2.07336,1.38224,5.1834,1.7278,3.4556,25,6.66,3.33,10,70,491.6504,6.8786,56.25,13.7254902,447.109,-44.5414,42.5245098,-2.016890196,0
1372,267,267.15032,14.151,2.26416,1.69812,1.13208,4.2453,1.4151,2.8302,25,6.66,3.33,10,70,423.4818,5.6337,56.25,13.7254902,366.1905,-57.2913,42.5245098,-14.7667902,0
1373,353,353.15032,18.709,2.99344,2.24508,1.49672,5.6127,1.8709,3.7418,25,6.66,3.33,10,70,522.8462,7.4483,56.25,13.7254902,484.1395,-38.7067,42.5245098,3.817809804,0
1374,316,316.15032,16.748,2.67968,2.00976,1.33984,5.0244,1.6748,3.3496,25,6.66,3.33,10,70,480.0964,6.6676,56.25,13.7254902,433.394,-46.7024,42.5245098,-4.177890196,0
1375,272,272.15032,14.416,2.30656,1.72992,1.15328,4.3248,1.4416,2.8832,25,6.66,3.33,10,70,429.2588,5.7392,56.25,13.7254902,373.048,-56.2108,42.5245098,-13.6862902,0
1376,301,301.15032,15.953,2.55248,1.91436,1.27624,4.7859,1.5953,3.1906,25,6.66,3.33,10,70,462.7654,6.3511,56.25,13.7254902,412.8215,-49.9439,42.5245098,-7.419390196,0
1377,329,329.15032,17.437,2.78992,2.09244,1.39496,5.2311,1.7437,3.4874,25,6.66,3.33,10,70,495.1166,6.9419,56.25,13.7254902,451.2235,-43.8931,42.5245098,-1.368590196,0
1378,235,235.15032,12.455,1.9928,1.4946,0.9964,3.7365,1.2455,2.491,25,6.66,3.33,10,70,386.509,4.9585,56.25,13.7254902,322.3025,-64.2065,42.5245098,-21.6819902,0
1379,327,327.15032,17.331,2.77296,2.07972,1.38648,5.1993,1.7331,3.4662,25,6.66,3.33,10,70,492.8058,6.8997,56.25,13.7254902,448.4805,-44.3253,42.5245098,-1.800790196,0
1380,335,335.15032,17.755,2.8408,2.1306,1.4204,5.3265,1.7755,3.551,25,6.66,3.33,10,70,502.049,7.0685,56.25,13.7254902,459.4525,-42.5965,42.5245098,-0.071990196,0
1381,276,276.15032,14.628,2.34048,1.75536,1.17024,4.3884,1.4628,2.9256,25,6.66,3.33,10,70,433.8804,5.8236,56.25,13.7254902,378.534,-55.3464,42.5245098,-12.8218902,0
1382,319,319.15032,16.907,2.70512,2.02884,1.35256,5.0721,1.6907,3.3814,25,6.66,3.33,10,70,483.5626,6.7309,56.25,13.7254902,437.5085,-46.0541,42.5245098,-3.529590196,0
1383,345,345.15032,18.285,2.9256,2.1942,1.4628,5.4855,1.8285,3.657,25,6.66,3.33,10,70,513.603,7.2795,56.25,13.7254902,473.1675,-40.4355,42.5245098,2.089009804,0
1384,364,364.15032,19.292,3.08672,2.31504,1.54336,5.7876,1.9292,3.8584,25,6.66,3.33,10,70,535.5556,7.6804,56.25,13.7254902,499.226,-36.3296,42.5245098,6.194909804,0
1385,314,314.15032,16.642,2.66272,1.99704,1.33136,4.9926,1.6642,3.3284,25,6.66,3.33,10,70,477.7856,6.6254,56.25,13.7254902,430.651,-47.1346,42.5245098,-4.610090196,0
1386,285,285.15032,15.105,2.4168,1.8126,1.2084,4.5315,1.5105,3.021,25,6.66,3.33,10,70,444.279,6.0135,56.25,13.7254902,390.8775,-53.4015,42.5245098,-10.8769902,0
1387,274,274.15032,14.522,2.32352,1.74264,1.16176,4.3566,1.4522,2.9044,25,6.66,3.33,10,70,431.5696,5.7814,56.25,13.7254902,375.791,-55.7786,42.5245098,-13.2540902,0
1388,327,327.15032,17.331,2.77296,2.07972,1.38648,5.1993,1.7331,3.4662,25,6.66,3.33,10,70,492.8058,6.8997,56.25,13.7254902,448.4805,-44.3253,42.5245098,-1.800790196,0
1389,279,279.15032,14.787,2.36592,1.77444,1.18296,4.4361,1.4787,2.9574,25,6.66,3.33,10,70,437.3466,5.8869,56.25,13.7254902,382.6485,-54.6981,42.5245098,-12.1735902,0
1390,249,249.15032,13.197,2.11152,1.58364,1.05576,3.9591,1.3197,2.6394,25,6.66,3.33,10,70,402.6846,5.2539,56.25,13.7254902,341.5035,-61.1811,42.5245098,-18.6565902,0
1391,286,286.15032,15.158,2.42528,1.81896,1.21264,4.5474,1.5158,3.0316,25,6.66,3.33,10,70,445.4344,6.0346,56.25,13.7254902,392.249,-53.1854,42.5245098,-10.6608902,0
1392,309,309.15032,16.377,2.62032,1.96524,1.31016,4.9131,1.6377,3.2754,25,6.66,3.33,10,70,472.0086,6.5199,56.25,13.7254902,423.7935,-48.2151,42.5245098,-5.690590196,0
1393,344,344.15032,18.232,2.91712,2.18784,1.45856,5.4696,1.8232,3.6464,25,6.66,3.33,10,70,512.4476,7.2584,56.25,13.7254902,471.796,-40.6516,42.5245098,1.872909804,0
1394,311,311.15032,16.483,2.63728,1.97796,1.31864,4.9449,1.6483,3.2966,25,6.66,3.33,10,70,474.3194,6.5621,56.25,13.7254902,426.5365,-47.7829,42.5245098,-5.258390196,0
1395,234,234.15032,12.402,1.98432,1.48824,0.99216,3.7206,1.2402,2.4804,25,6.66,3.33,10,70,385.3536,4.9374,56.25,13.7254902,320.931,-64.4226,42.5245098,-21.8980902,0
1396,321,321.15032,17.013,2.72208,2.04156,1.36104,5.1039,1.7013,3.4026,25,6.66,3.33,10,70,485.8734,6.7731,56.25,13.7254902,440.2515,-45.6219,42.5245098,-3.097390196,0
1397,380,380.15032,20.14,3.2224,2.4168,1.6112,6.042,2.014,4.028,25,6.66,3.33,10,70,554.042,8.018,56.25,13.7254902,521.17,-32.872,42.5245098,9.652509804,0
1398,346,346.15032,18.338,2.93408,2.20056,1.46704,5.5014,1.8338,3.6676,25,6.66,3.33,10,70,514.7584,7.3006,56.25,13.7254902,474.539,-40.2194,42.5245098,2.305109804,0
1399,275,275.15032,14.575,2.332,1.749,1.166,4.3725,1.4575,2.915,25,6.66,3.33,10,70,432.725,5.8025,56.25,13.7254902,377.1625,-55.5625,42.5245098,-13.0379902,0
